"born_CH","since","male","kids","unemployed","refugee","married","percent_novotes_rounded","origin_region","application_decade","age","education","local_language","integration_level","skill_level"
0,NA,1,0,NA,NA,1,20,"Central & Eastern Europe","1980s","21–40 years",NA,NA,NA,"low"
0,NA,1,0,NA,NA,NA,12,"Southern Europe","1980s",NA,NA,NA,NA,"high"
0,NA,1,0,NA,NA,1,7,"Southern Europe","1980s","60+ years",NA,NA,NA,NA
0,NA,1,1,NA,NA,1,20,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"high"
0,NA,1,1,NA,NA,1,12,"Asian Countries","1990s","21–40 years",NA,NA,NA,"low"
0,NA,0,0,NA,NA,NA,13,"Southern Europe","1980s",NA,NA,NA,NA,NA
0,NA,0,0,NA,NA,NA,12,"Southern Europe","1980s",NA,NA,NA,NA,NA
0,NA,1,1,NA,NA,1,5,"Southern Europe","1990s","21–40 years",NA,NA,NA,"low"
0,NA,1,0,NA,NA,0,18,"Former Yugoslavia and Turkey","2000s",NA,NA,NA,NA,"low"
0,NA,1,0,NA,NA,0,2,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,NA,NA,"low"
0,NA,0,0,NA,NA,NA,11,"Southern Europe","1980s","21–40 years",NA,NA,NA,"low"
0,NA,0,0,NA,NA,NA,2,"Norther & Western Europe","1980s","21–40 years",NA,NA,NA,"high"
0,NA,0,0,NA,NA,NA,12,"Southern Europe","1980s",NA,NA,NA,NA,"high"
0,NA,0,0,NA,NA,0,12,"Southern Europe","1990s","21–40 years",NA,NA,NA,"high"
0,NA,1,0,NA,NA,NA,11,"Southern Europe","1980s",NA,NA,NA,NA,NA
0,NA,1,1,NA,NA,1,5,"Southern Europe","1990s","21–40 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,28,"Former Yugoslavia and Turkey","1980s","41–60 years",NA,NA,NA,"low"
0,NA,1,1,NA,NA,1,22,"Former Yugoslavia and Turkey","1980s","21–40 years",NA,NA,NA,"low"
1,27.0000004768372,1,0,0,0,1,50,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","indistinguishable from Swiss","high"
1,30.9999990463257,1,0,0,0,0,29,"Southern Europe","2000s","21–40 years","low","perfect","indistinguishable from Swiss","high"
1,35.9999990463257,1,1,0,0,1,26,"Southern Europe","2000s","21–40 years","low","perfect","integrated","low"
0,22.0000004768372,1,1,0,0,1,48,"Former Yugoslavia and Turkey","2000s","41–60 years","low","sufficient","integrated","low"
0,18.9999997615814,1,0,0,0,0,33,"Southern Europe","1980s","21–40 years","low","perfect","assimilated","high"
1,27.9999995231628,1,0,0,0,1,54,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","indistinguishable from Swiss","high"
0,17.9999995231628,0,0,0,0,0,25,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect","assimilated",NA
1,20,1,0,0,0,0,18,"Southern Europe","1980s",NA,"low","perfect","assimilated","high"
0,12.9999995231628,0,0,0,0,0,45,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","indistinguishable from Swiss","high"
0,43.0000019073486,1,1,NA,NA,1,9,"Southern Europe","2000s","60+ years",NA,"perfect",NA,"middle"
0,17.0000004768372,0,1,NA,NA,0,22,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,NA
0,13.9999997615814,1,1,NA,NA,0,38,"Other Non-European Countries","1980s",NA,"low",NA,NA,"middle"
0,13.9999997615814,1,0,NA,NA,1,41,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"good",NA,"low"
0,54.0000009536743,1,0,NA,NA,NA,1,"Southern Europe","1970s","41–60 years",NA,"perfect",NA,NA
0,11.0000002384186,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,8.00000011920929,1,0,NA,NA,NA,23,"Norther & Western Europe","1970s",NA,"low",NA,NA,NA
0,13.9999997615814,1,1,NA,NA,1,16,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,27.0000004768372,0,0,NA,NA,0,18,"Southern Europe","1990s","41–60 years",NA,NA,NA,"low"
1,20,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect",NA,"low"
0,16.0000002384186,1,1,NA,NA,1,26,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect",NA,"high"
0,13.9999997615814,0,1,NA,NA,1,14,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"high"
0,20.9999990463257,1,0,NA,NA,NA,20,"Norther & Western Europe","2000s","41–60 years",NA,"perfect",NA,"high"
0,13.9999997615814,1,1,NA,NA,1,34,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"good",NA,"low"
0,18.9999997615814,1,1,NA,NA,1,34,"Former Yugoslavia and Turkey","2000s","60+ years","low","good",NA,NA
0,13.9999997615814,1,1,NA,NA,1,29,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,NA,"middle"
0,16.0000002384186,1,1,NA,NA,1,12,"Southern Europe","1980s","41–60 years",NA,NA,NA,"high"
1,NA,1,0,NA,NA,0,5,"Southern Europe","1980s",NA,"low","perfect",NA,"low"
1,NA,0,0,NA,NA,0,7,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"high"
0,11.0000002384186,1,1,NA,NA,1,10,"Central & Eastern Europe","1970s","21–40 years",NA,"perfect",NA,NA
0,17.9999995231628,1,1,NA,NA,1,27,"Other Non-European Countries","1990s","41–60 years","low","perfect",NA,"low"
0,20,0,0,NA,NA,0,15,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"low"
0,13.9999997615814,0,0,NA,NA,0,24,"Other Non-European Countries","2000s","21–40 years","low","perfect",NA,"high"
1,NA,1,0,NA,NA,NA,8,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,20,1,0,NA,NA,0,18,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,10,"Southern Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,9,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,8,"Southern Europe","1980s","21–40 years",NA,NA,NA,NA
0,25,1,1,NA,NA,1,12,"Norther & Western Europe","1990s","41–60 years","low",NA,NA,"high"
0,34.0000009536743,1,0,NA,NA,1,16,"Central & Eastern Europe","1990s","60+ years","low",NA,NA,"middle"
1,NA,0,0,NA,NA,NA,4,"Norther & Western Europe","1980s",NA,"low",NA,NA,"low"
0,15,1,1,NA,NA,1,11,"Southern Europe","1980s","21–40 years","low",NA,NA,"low"
0,15,1,1,NA,NA,1,25,"Norther & Western Europe","1980s","60+ years","low",NA,NA,"middle"
0,16.0000002384186,1,0,NA,NA,1,16,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect",NA,"low"
0,13.9999997615814,1,1,NA,NA,1,15,"Other Non-European Countries","1990s","41–60 years","low",NA,NA,"middle"
0,12.9999995231628,1,1,NA,NA,1,31,"Former Yugoslavia and Turkey","1990s","21–40 years","low","good",NA,"middle"
0,16.0000002384186,1,1,NA,NA,1,10,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,NA,1,0,NA,NA,0,10,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,NA
0,NA,0,0,NA,NA,0,26,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect",NA,"high"
0,25.9999990463257,1,1,NA,NA,1,32,"Former Yugoslavia and Turkey","1990s","41–60 years","low","good",NA,"low"
0,16.0000002384186,1,0,NA,NA,1,29,"Other Non-European Countries","2000s","41–60 years",NA,"perfect",NA,"middle"
0,40.9999990463257,1,1,NA,NA,1,13,"Southern Europe","2000s","41–60 years",NA,"perfect",NA,"middle"
1,NA,1,0,NA,NA,0,4,"Southern Europe","1980s",NA,"low","perfect",NA,"low"
0,18.9999997615814,1,0,NA,NA,1,23,"Norther & Western Europe","1980s","60+ years","low",NA,NA,NA
1,NA,1,0,NA,NA,NA,0,"Southern Europe","1970s","60+ years",NA,"perfect",NA,NA
0,13.9999997615814,1,1,NA,NA,1,16,"Former Yugoslavia and Turkey","1980s","41–60 years","low",NA,NA,"middle"
0,11.0000002384186,1,1,NA,NA,1,18,"Central & Eastern Europe","1980s","41–60 years","low",NA,NA,"middle"
0,16.0000002384186,1,0,NA,NA,1,36,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,8.00000011920929,1,0,NA,NA,0,23,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,NA
1,NA,0,0,NA,NA,NA,8,"Southern Europe","1980s",NA,"low",NA,NA,"high"
0,6.99999988079071,1,0,NA,NA,NA,33,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,"low"
1,NA,0,0,NA,NA,0,10,"Southern Europe","1990s",NA,"low",NA,NA,"high"
1,NA,1,0,NA,NA,0,18,"Southern Europe","1990s","21–40 years","low","perfect",NA,"high"
0,15,1,1,NA,NA,1,33,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"good",NA,"high"
1,NA,1,0,NA,NA,NA,17,"Norther & Western Europe","1990s","21–40 years","low","perfect",NA,"low"
0,8.00000011920929,1,0,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"middle"
0,8.99999976158142,1,1,NA,NA,1,15,"Former Yugoslavia and Turkey","1970s","21–40 years",NA,"perfect",NA,"low"
1,16.0000002384186,0,0,NA,NA,0,30,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect",NA,"high"
0,20,1,1,NA,NA,1,29,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect",NA,"low"
0,NA,1,1,NA,NA,1,18,"Other Non-European Countries","2000s","41–60 years","low","good",NA,"high"
0,40.9999990463257,1,0,NA,NA,1,27,"Norther & Western Europe","2000s","41–60 years","low",NA,NA,"high"
0,NA,0,0,NA,NA,0,10,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,NA
0,11.0000002384186,0,0,NA,NA,0,29,"Other Non-European Countries","1990s","21–40 years","low","perfect",NA,NA
1,NA,0,0,NA,NA,0,4,"Southern Europe","1980s","21–40 years","low","perfect",NA,"high"
0,22.0000004768372,1,0,NA,NA,0,22,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,15,0,0,NA,NA,NA,11,"Central & Eastern Europe","1980s","41–60 years","low","perfect",NA,"high"
0,25.9999990463257,1,0,NA,NA,NA,28,"Norther & Western Europe","1980s","41–60 years",NA,NA,NA,"high"
0,13.9999997615814,1,0,NA,1,0,23,"Asian Countries","1990s",NA,NA,NA,NA,NA
0,NA,0,0,NA,1,NA,14,"Asian Countries","1980s","21–40 years","low",NA,NA,"high"
0,12.9999995231628,0,0,NA,NA,0,23,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,13.9999997615814,1,0,NA,1,NA,26,"Other Non-European Countries","1980s","21–40 years",NA,NA,NA,"high"
0,12.9999995231628,0,0,NA,NA,NA,25,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,12.0000004768372,0,0,NA,NA,NA,29,"Asian Countries","1990s",NA,"low",NA,NA,NA
0,12.9999995231628,0,0,NA,1,NA,22,"Asian Countries","1980s","21–40 years",NA,NA,NA,"high"
0,20.9999990463257,0,0,NA,1,NA,23,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,NA,0,0,NA,NA,NA,16,"Norther & Western Europe","1990s","41–60 years",NA,NA,NA,NA
0,17.0000004768372,1,1,NA,NA,1,24,"Other Non-European Countries","2000s","41–60 years","low",NA,NA,"high"
0,NA,1,0,NA,NA,NA,13,"Norther & Western Europe","1970s","21–40 years","low",NA,NA,"middle"
0,13.9999997615814,1,1,NA,NA,1,25,"Asian Countries","1990s","41–60 years","low",NA,NA,"high"
0,20.9999990463257,1,0,NA,NA,NA,16,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,"middle"
0,16.0000002384186,1,1,NA,NA,1,24,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
0,13.9999997615814,1,1,NA,NA,1,25,"Asian Countries","1990s","21–40 years","low",NA,NA,"middle"
0,12.9999995231628,0,0,NA,NA,NA,25,"Asian Countries","1990s","21–40 years","low",NA,NA,NA
0,32.9999995231628,1,1,NA,NA,1,20,"Southern Europe","2000s","41–60 years",NA,NA,NA,"high"
0,13.9999997615814,1,1,NA,1,1,22,"Asian Countries","1990s","41–60 years","low",NA,NA,"low"
0,12.9999995231628,0,0,NA,NA,NA,25,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,NA,0,0,NA,NA,NA,18,"Norther & Western Europe","1990s","21–40 years","low",NA,NA,"high"
0,22.9999995231628,1,1,NA,NA,1,45,"Other Non-European Countries","1990s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,NA,19,"Central & Eastern Europe","1980s",NA,"low",NA,NA,"high"
0,15,0,0,NA,NA,NA,23,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
0,12.0000004768372,1,1,NA,NA,1,15,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,8.99999976158142,1,1,NA,NA,1,31,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,NA,0,1,NA,1,NA,24,"Asian Countries","1990s","21–40 years","low",NA,NA,"low"
0,12.9999995231628,1,0,NA,NA,NA,23,"Asian Countries","1980s","21–40 years","low",NA,NA,"high"
0,6.99999988079071,1,0,NA,NA,NA,23,"Central & Eastern Europe","2000s","21–40 years","low",NA,NA,NA
1,6.99999988079071,1,0,NA,NA,NA,12,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
0,12.0000004768372,1,0,NA,NA,0,22,"Asian Countries","1990s","21–40 years","low",NA,NA,"high"
0,NA,1,0,NA,NA,NA,24,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,NA,0,0,NA,NA,NA,15,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,NA
0,13.9999997615814,1,1,NA,1,1,28,"Other Non-European Countries","1980s","41–60 years",NA,NA,NA,NA
0,12.9999995231628,1,0,NA,NA,NA,22,"Asian Countries","1980s","21–40 years","low",NA,NA,"high"
0,NA,1,0,NA,NA,1,32,"Norther & Western Europe","1980s",NA,NA,NA,NA,NA
0,10,0,0,NA,NA,NA,19,"Norther & Western Europe","1980s",NA,"low",NA,NA,NA
0,12.9999995231628,1,0,NA,1,NA,23,"Asian Countries","1980s","21–40 years","low",NA,NA,"low"
0,NA,0,0,NA,NA,NA,14,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,NA
0,12.0000004768372,1,1,NA,NA,1,22,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,NA
0,8.00000011920929,1,0,NA,NA,NA,12,"Asian Countries","1970s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,0,37,"Norther & Western Europe","1990s","21–40 years",NA,"perfect","familiar with Swiss customs and traditions","high"
1,NA,1,0,NA,NA,0,58,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
0,15,1,1,NA,NA,1,50,"Other Non-European Countries","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
1,NA,1,0,NA,NA,0,66,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","familiar with Swiss customs and traditions","low"
0,22.0000004768372,1,1,NA,NA,1,45,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","low"
0,8.99999976158142,0,0,NA,NA,0,61,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,20.9999990463257,1,0,NA,NA,0,51,"Southern Europe","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,8.99999976158142,0,0,NA,NA,0,60,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,12.0000004768372,0,0,NA,NA,0,54,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,24.0000009536743,1,1,NA,NA,1,54,"Southern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions",NA
0,39.0000009536743,1,1,NA,NA,1,18,"Southern Europe","2000s","60+ years","low","perfect","familiar with Swiss customs and traditions","low"
1,NA,1,0,0,NA,0,53,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","integrated",NA
0,24.0000009536743,1,1,NA,NA,1,52,"Southern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions",NA
0,20,1,1,NA,NA,1,65,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
1,NA,0,0,NA,NA,0,27,"Southern Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,8.00000011920929,0,0,NA,NA,0,64,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,12.0000004768372,0,0,NA,NA,0,56,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,22.0000004768372,1,1,NA,NA,1,56,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","low"
1,NA,0,0,NA,NA,0,59,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
1,NA,1,0,NA,NA,0,29,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
1,NA,0,0,NA,NA,0,59,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
1,NA,0,0,NA,NA,0,62,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,22.0000004768372,0,1,NA,NA,1,73,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"familiar with Swiss customs and traditions",NA
0,25.9999990463257,0,1,NA,NA,0,61,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions",NA
0,22.0000004768372,1,1,NA,NA,1,58,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
0,25,0,1,NA,NA,0,60,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions",NA
1,NA,1,0,NA,NA,0,57,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,15,1,1,NA,NA,1,49,"Norther & Western Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","middle"
0,22.0000004768372,1,1,NA,NA,1,64,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","low"
0,25,1,1,NA,NA,1,43,"Norther & Western Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,20.9999990463257,1,0,NA,NA,0,52,"Southern Europe","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
1,NA,1,0,NA,NA,0,66,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,20.9999990463257,1,1,NA,NA,1,54,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","low"
0,17.9999995231628,0,1,NA,NA,1,64,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
1,NA,1,0,NA,NA,0,50,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,NA
1,NA,1,0,NA,NA,0,50,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,NA
0,17.0000004768372,1,0,NA,NA,0,21,"Norther & Western Europe","2000s","41–60 years","low",NA,NA,"middle"
1,NA,1,0,NA,NA,0,45,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"high"
0,18.9999997615814,0,1,NA,NA,0,51,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,24.0000009536743,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,44.0000009536743,1,1,NA,NA,1,7,"Southern Europe","1990s","60+ years",NA,NA,NA,"low"
0,16.0000002384186,1,0,NA,NA,NA,39,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,"low"
0,22.9999995231628,1,1,NA,NA,1,38,"Norther & Western Europe","1980s","41–60 years","low",NA,NA,"middle"
0,25,1,1,NA,NA,1,36,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,17.0000004768372,0,0,NA,NA,NA,37,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
0,16.0000002384186,1,1,NA,NA,1,35,"Former Yugoslavia and Turkey","1980s","41–60 years","low","perfect","highly integrated","middle"
1,NA,1,0,NA,NA,NA,32,"Former Yugoslavia and Turkey","1980s",NA,"low","perfect",NA,"low"
1,NA,1,0,NA,NA,1,15,"Southern Europe","1970s","21–40 years","low",NA,NA,"low"
0,20.9999990463257,1,1,NA,NA,1,30,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
0,17.0000004768372,0,0,NA,NA,NA,16,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"high"
0,17.0000004768372,1,1,NA,NA,1,44,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,NA,16,"Norther & Western Europe","1980s","60+ years","low",NA,NA,NA
0,18.9999997615814,1,0,NA,NA,NA,29,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect",NA,"high"
0,30.9999990463257,1,1,NA,NA,1,43,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,NA,"low"
